bundesland;name;v1org;v1art;v1position;v1beginn;v1ende;v2org;v2art;v2position;v2beginn;v2ende;v3org;v3art;v3position;v3beginn;v3ende;tag1;tag2;tag3
Brandenburg;Anne Quart ;Ministerium für Justiz, Europa und Verbraucherschutz Brandenburg;government;Staatssekretärin;11/5/14;;;;;;;;;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Albrecht Gerber;Ministerium für Wirtschaft und Energie Brandenburg;government;Minister für Wirtschaft und Energie;11/5/14;;;;;;;SPD;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Hendrik Fischer;Ministerium für Wirtschaft und Energie Brandenburg;government;Staatssekretär;11/5/14;;;;;;;;;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Diana Golze;Ministerium für Arbeit, Soziales, Gesundheit, Frauen und Familie Brandenburg;government;Ministerin für Arbeit, Soziales, Gesundheit, Frauen und Familie;11/5/14;;;;;;;DIE LINKE;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Almuth Hartwig-Tiedt;Ministerium für Arbeit, Soziales, Gesundheit, Frauen und Familie Brandenburg;government;Staatssekretärin;11/5/14;;;;;;;DIE LINKE;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Jörg Vogelsänger;Ministerium für ländliche Entwicklung, Umwelt und Landwirtschaft Brandenburg;government;Minister für ländliche Entwicklung, Umwelt und Landwirtschaft ;11/5/14;;;;;;;SPD;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Carolin Schilde;Ministerium für ländliche Entwicklung, Umwelt und Landwirtschaft Brandenburg;government;Staatssekretärin;11/5/14;;;;;;;;;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Günter Baaske;Ministerium für Bildung, Jugend und Sport Brandenburg;government;Minister für Bildung, Jugend und Sport;11/5/14;;;;;;;SPD;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Thomas Drescher;Ministerium für Bildung, Jugend und Sport Brandenburg;government;Staatssekretär;11/5/14;;;;;;;;;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Sabine Kunst;Miniserium für Wissenschaft, Forschung und Kultur Brandenburg;government;Miniserin für Wissenschaft, Forschung und Kultur;11/5/14;;;;;;;SPD;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Martin Gorholt;Miniserium für Wissenschaft, Forschung und Kultur Brandenburg;government;Staatssekretär;11/5/14;;;;;;;SPD;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Kathrin Schneider;Ministerium für Infrastruktur und Landesplanung Brandenburg;government;Ministerin für Infrastruktur und Landesplanung;11/5/14;;;;;;;;;;;;Kabinett Woidke II;Brandenburg;Landesregierung
Brandenburg;Katrin Lange;Ministerium für Infrastruktur und Landesplanung Brandenburg;government;Staatssekretärin;11/5/14;;;;;;;SPD;Mitglied;;;;Kabinett Woidke II;Brandenburg;Landesregierung
